order_month,product_key,product_number,product_name,category,subcategory,country,sales_line_count,order_count,units_sold,gross_sales_amount,weighted_avg_unit_price,min_unit_price,max_unit_price
2011-01-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,"United Kingdom",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-01-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,"United States",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-01-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"Australia",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-01-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"Germany",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-01-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"United States",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-01-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,"Australia",2,2,2,6800.0,3400.0,3400.0,3400.0
2011-01-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,"Australia",4,4,4,13600.0,3400.0,3400.0,3400.0
2011-01-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,"United Kingdom",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-01-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,"United States",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-01-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,"Australia",3,3,3,10200.0,3400.0,3400.0,3400.0
2011-01-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"Australia",7,7,7,25046.0,3578.0,3578.0,3578.0
2011-01-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"Canada",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"DE",5,5,5,17890.0,3578.0,3578.0,3578.0
2011-01-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"France",4,4,4,14312.0,3578.0,3578.0,3578.0
2011-01-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"United Kingdom",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-01-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"United States",3,3,3,10734.0,3578.0,3578.0,3578.0
2011-01-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"Australia",12,12,12,42936.0,3578.0,3578.0,3578.0
2011-01-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"Canada",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"France",3,3,3,10734.0,3578.0,3578.0,3578.0
2011-01-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"United Kingdom",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"United States",10,10,10,35780.0,3578.0,3578.0,3578.0
2011-01-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"Australia",7,7,7,25046.0,3578.0,3578.0,3578.0
2011-01-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"Canada",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"DE",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"France",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"United States",5,5,5,17890.0,3578.0,3578.0,3578.0
2011-01-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"Australia",8,8,8,28624.0,3578.0,3578.0,3578.0
2011-01-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"Canada",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"DE",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-01-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"France",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"United Kingdom",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"United States",4,4,4,14312.0,3578.0,3578.0,3578.0
2011-01-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"Australia",7,7,7,25046.0,3578.0,3578.0,3578.0
2011-01-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"Canada",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"DE",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-01-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"France",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-01-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"United Kingdom",4,4,4,14312.0,3578.0,3578.0,3578.0
2011-01-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"United States",7,7,7,25046.0,3578.0,3578.0,3578.0
2011-01-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,"USA",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,"France",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,"United Kingdom",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,"United Kingdom",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,"USA",2,2,2,1398.0,699.0,699.0,699.0
2011-01-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,"France",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,"USA",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,"USA",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-01-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,"Canada",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,"Australia",3,3,3,10125.0,3375.0,3375.0,3375.0
2011-02-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,"Australia",2,2,2,6750.0,3375.0,3375.0,3375.0
2011-02-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,"Canada",2,2,2,6750.0,3375.0,3375.0,3375.0
2011-02-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,"France",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-02-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,"Australia",2,2,2,6750.0,3375.0,3375.0,3375.0
2011-02-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,"United Kingdom",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-02-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,"United States",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-02-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,"Australia",4,4,4,13500.0,3375.0,3375.0,3375.0
2011-02-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"Australia",2,2,2,6800.0,3400.0,3400.0,3400.0
2011-02-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"France",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-02-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"United Kingdom",3,3,3,10200.0,3400.0,3400.0,3400.0
2011-02-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"United States",4,4,4,13600.0,3400.0,3400.0,3400.0
2011-02-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,"Australia",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-02-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,"Australia",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-02-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,"Australia",2,2,2,6800.0,3400.0,3400.0,3400.0
2011-02-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"Australia",5,5,5,17890.0,3578.0,3578.0,3578.0
2011-02-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"DE",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-02-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"France",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-02-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"United Kingdom",3,3,3,10734.0,3578.0,3578.0,3578.0
2011-02-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"United States",5,5,5,17890.0,3578.0,3578.0,3578.0
2011-02-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"Australia",9,9,9,32202.0,3578.0,3578.0,3578.0
2011-02-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"Canada",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-02-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"DE",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-02-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"United Kingdom",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-02-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"United States",5,5,5,17890.0,3578.0,3578.0,3578.0
2011-02-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"Australia",5,5,5,17890.0,3578.0,3578.0,3578.0
2011-02-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"Canada",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-02-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"DE",3,3,3,10734.0,3578.0,3578.0,3578.0
2011-02-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"United Kingdom",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-02-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"United States",6,6,6,21468.0,3578.0,3578.0,3578.0
2011-02-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"Australia",10,10,10,35780.0,3578.0,3578.0,3578.0
2011-02-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"Canada",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-02-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"DE",3,3,3,10734.0,3578.0,3578.0,3578.0
2011-02-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"United Kingdom",3,3,3,10734.0,3578.0,3578.0,3578.0
2011-02-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"United States",3,3,3,10734.0,3578.0,3578.0,3578.0
2011-02-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"Australia",11,11,11,39358.0,3578.0,3578.0,3578.0
2011-02-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"Canada",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-02-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"DE",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-02-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"United Kingdom",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-02-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"United States",13,13,13,46514.0,3578.0,3578.0,3578.0
2011-02-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,"Germany",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,"USA",2,2,2,1398.0,699.0,699.0,699.0
2011-02-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,"Australia",2,2,2,1398.0,699.0,699.0,699.0
2011-02-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,"France",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,"Germany",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,"United Kingdom",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,"Canada",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,"United Kingdom",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,"USA",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-02-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,"USA",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,"Australia",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-03-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,"France",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-03-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,"United Kingdom",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-03-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,"United States",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-03-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"Australia",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-03-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"United Kingdom",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-03-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"United States",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-03-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,"Australia",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-03-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,"United Kingdom",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-03-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,"United States",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-03-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,"Australia",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-03-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,"United Kingdom",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-03-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,"United States",2,2,2,6800.0,3400.0,3400.0,3400.0
2011-03-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"Australia",8,8,8,28624.0,3578.0,3578.0,3578.0
2011-03-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"Canada",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-03-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"DE",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-03-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"France",3,3,3,10734.0,3578.0,3578.0,3578.0
2011-03-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"United Kingdom",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-03-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,"United States",8,8,8,28624.0,3578.0,3578.0,3578.0
2011-03-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"Australia",10,10,10,35780.0,3578.0,3578.0,3578.0
2011-03-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"Canada",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-03-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"DE",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-03-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"France",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-03-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"United Kingdom",3,3,3,10734.0,3578.0,3578.0,3578.0
2011-03-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,"United States",13,13,13,46514.0,3578.0,3578.0,3578.0
2011-03-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"Australia",10,10,10,35780.0,3578.0,3578.0,3578.0
2011-03-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"Canada",2,2,2,7156.0,3578.0,3578.0,3578.0
2011-03-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"DE",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-03-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"France",4,4,4,14312.0,3578.0,3578.0,3578.0
2011-03-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"United Kingdom",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-03-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,"United States",7,7,7,25046.0,3578.0,3578.0,3578.0
2011-03-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"Australia",6,6,6,21468.0,3578.0,3578.0,3578.0
2011-03-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"DE",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-03-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"France",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-03-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"United Kingdom",4,4,4,14312.0,3578.0,3578.0,3578.0
2011-03-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,"United States",5,5,5,17890.0,3578.0,3578.0,3578.0
2011-03-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"Australia",11,11,11,39358.0,3578.0,3578.0,3578.0
2011-03-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"DE",1,1,1,3578.0,3578.0,3578.0,3578.0
2011-03-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"United Kingdom",5,5,5,17890.0,3578.0,3578.0,3578.0
2011-03-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,"United States",7,7,7,25046.0,3578.0,3578.0,3578.0
2011-03-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,"USA",3,3,3,2097.0,699.0,699.0,699.0
2011-03-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,"USA",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,"France",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,"United Kingdom",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,"Germany",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,"USA",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,"USA",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,"France",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,"Australia",1,1,1,699.0,699.0,699.0,699.0
2011-03-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,"United Kingdom",3,3,3,2097.0,699.0,699.0,699.0
2011-04-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,"Australia",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-04-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,"United States",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-04-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,"Australia",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-04-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,"Germany",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-04-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,"United States",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-04-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,"Canada",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-04-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,"Germany",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-04-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,"United States",1,1,1,3375.0,3375.0,3375.0,3375.0
2011-04-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,"Australia",7,7,7,23625.0,3375.0,3375.0,3375.0
2011-04-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,"Australia",1,1,1,3400.0,3400.0,3400.0,3400.0
2011-04-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,"Australia",3,3,3,10200.0,3400.0,3400.0,3400.0
2011-04-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,"Germany",1,1,1,3400.0,3400.0,3400.0,3400.0
