order_month,product_key,product_number,product_name,category,subcategory,sales_line_count,order_count,units_sold,gross_sales_amount,weighted_avg_unit_price,min_unit_price,max_unit_price
2011-01-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,27,27,27,96606.0,3578.0,3578.0,3578.0
2011-01-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,15,15,15,53670.0,3578.0,3578.0,3578.0
2011-01-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,17,17,17,60826.0,3578.0,3578.0,3578.0
2011-01-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,22,22,22,78716.0,3578.0,3578.0,3578.0
2011-01-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-01-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-01-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-01-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-01-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-01-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-01-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-01-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-01-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-02-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,3,3,3,10125.0,3375.0,3375.0,3375.0
2011-02-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,5,5,5,16875.0,3375.0,3375.0,3375.0
2011-02-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,4,4,4,13500.0,3375.0,3375.0,3375.0
2011-02-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,4,4,4,13500.0,3375.0,3375.0,3375.0
2011-02-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,10,10,10,34000.0,3400.0,3400.0,3400.0
2011-02-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,1,1,1,3400.0,3400.0,3400.0,3400.0
2011-02-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,1,1,1,3400.0,3400.0,3400.0,3400.0
2011-02-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,2,2,2,6800.0,3400.0,3400.0,3400.0
2011-02-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,15,15,15,53670.0,3578.0,3578.0,3578.0
2011-02-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,17,17,17,60826.0,3578.0,3578.0,3578.0
2011-02-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,17,17,17,60826.0,3578.0,3578.0,3578.0
2011-02-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,20,20,20,71560.0,3578.0,3578.0,3578.0
2011-02-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,30,30,30,107340.0,3578.0,3578.0,3578.0
2011-02-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-02-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,5,5,5,3495.0,699.0,699.0,699.0
2011-02-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-02-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-02-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-02-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-02-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-03-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,1,1,1,3375.0,3375.0,3375.0,3375.0
2011-03-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,1,1,1,3375.0,3375.0,3375.0,3375.0
2011-03-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,2,2,2,6750.0,3375.0,3375.0,3375.0
2011-03-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,3,3,3,10200.0,3400.0,3400.0,3400.0
2011-03-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,1,1,1,3400.0,3400.0,3400.0,3400.0
2011-03-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,2,2,2,6800.0,3400.0,3400.0,3400.0
2011-03-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,4,4,4,13600.0,3400.0,3400.0,3400.0
2011-03-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,24,24,24,85872.0,3578.0,3578.0,3578.0
2011-03-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,29,29,29,103762.0,3578.0,3578.0,3578.0
2011-03-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,25,25,25,89450.0,3578.0,3578.0,3578.0
2011-03-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,17,17,17,60826.0,3578.0,3578.0,3578.0
2011-03-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,24,24,24,85872.0,3578.0,3578.0,3578.0
2011-03-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-03-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-03-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-03-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-03-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-03-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-03-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-03-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-03-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-04-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,2,2,2,6750.0,3375.0,3375.0,3375.0
2011-04-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,3,3,3,10125.0,3375.0,3375.0,3375.0
2011-04-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,3,3,3,10125.0,3375.0,3375.0,3375.0
2011-04-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,7,7,7,23625.0,3375.0,3375.0,3375.0
2011-04-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,1,1,1,3400.0,3400.0,3400.0,3400.0
2011-04-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,7,7,7,23800.0,3400.0,3400.0,3400.0
2011-04-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,1,1,1,3400.0,3400.0,3400.0,3400.0
2011-04-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,2,2,2,6800.0,3400.0,3400.0,3400.0
2011-04-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,21,21,21,75138.0,3578.0,3578.0,3578.0
2011-04-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,23,23,23,82294.0,3578.0,3578.0,3578.0
2011-04-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,18,18,18,64404.0,3578.0,3578.0,3578.0
2011-04-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,23,23,23,82294.0,3578.0,3578.0,3578.0
2011-04-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,27,27,27,96606.0,3578.0,3578.0,3578.0
2011-04-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-04-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-04-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-04-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-04-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-04-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-04-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,4,4,4,2796.0,699.0,699.0,699.0
2011-04-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-04-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-05-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,4,4,4,13500.0,3375.0,3375.0,3375.0
2011-05-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,3,3,3,10125.0,3375.0,3375.0,3375.0
2011-05-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,6,6,6,20250.0,3375.0,3375.0,3375.0
2011-05-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,1,1,1,3375.0,3375.0,3375.0,3375.0
2011-05-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,7,7,7,23800.0,3400.0,3400.0,3400.0
2011-05-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,4,4,4,13600.0,3400.0,3400.0,3400.0
2011-05-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,6,6,6,20400.0,3400.0,3400.0,3400.0
2011-05-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,2,2,2,6800.0,3400.0,3400.0,3400.0
2011-05-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,23,23,23,82294.0,3578.0,3578.0,3578.0
2011-05-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,15,15,15,53670.0,3578.0,3578.0,3578.0
2011-05-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,31,31,31,110918.0,3578.0,3578.0,3578.0
2011-05-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,27,27,27,96606.0,3578.0,3578.0,3578.0
2011-05-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,26,26,26,93028.0,3578.0,3578.0,3578.0
2011-05-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,6,6,6,4194.0,699.0,699.0,699.0
2011-05-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-05-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-05-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,4,4,4,2796.0,699.0,699.0,699.0
2011-05-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-05-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-05-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-05-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-06-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,8,8,8,27000.0,3375.0,3375.0,3375.0
2011-06-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,5,5,5,16875.0,3375.0,3375.0,3375.0
2011-06-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,8,8,8,27000.0,3375.0,3375.0,3375.0
2011-06-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,5,5,5,16875.0,3375.0,3375.0,3375.0
2011-06-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,4,4,4,13600.0,3400.0,3400.0,3400.0
2011-06-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,2,2,2,6800.0,3400.0,3400.0,3400.0
2011-06-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,6,6,6,20400.0,3400.0,3400.0,3400.0
2011-06-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,34,34,34,121652.0,3578.0,3578.0,3578.0
2011-06-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,40,40,40,143120.0,3578.0,3578.0,3578.0
2011-06-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,25,25,25,89450.0,3578.0,3578.0,3578.0
2011-06-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,31,31,31,110918.0,3578.0,3578.0,3578.0
2011-06-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,35,35,35,125230.0,3578.0,3578.0,3578.0
2011-06-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,4,4,4,2796.0,699.0,699.0,699.0
2011-06-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-06-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,4,4,4,2796.0,699.0,699.0,699.0
2011-06-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,4,4,4,2796.0,699.0,699.0,699.0
2011-06-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-06-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-06-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-06-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-06-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-06-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,4,4,4,2796.0,699.0,699.0,699.0
2011-06-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-07-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,2,2,2,6750.0,3375.0,3375.0,3375.0
2011-07-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,7,7,7,23625.0,3375.0,3375.0,3375.0
2011-07-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,6,6,6,20250.0,3375.0,3375.0,3375.0
2011-07-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,3,3,3,10125.0,3375.0,3375.0,3375.0
2011-07-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,10,10,10,34000.0,3400.0,3400.0,3400.0
2011-07-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,4,4,4,13600.0,3400.0,3400.0,3400.0
2011-07-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,3,3,3,10200.0,3400.0,3400.0,3400.0
2011-07-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,1,1,1,3400.0,3400.0,3400.0,3400.0
2011-07-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,17,17,17,60826.0,3578.0,3578.0,3578.0
2011-07-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,26,26,26,93028.0,3578.0,3578.0,3578.0
2011-07-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,23,23,23,82294.0,3578.0,3578.0,3578.0
2011-07-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,31,31,31,110918.0,3578.0,3578.0,3578.0
2011-07-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,31,31,31,110918.0,3578.0,3578.0,3578.0
2011-07-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-07-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-07-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-07-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-07-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,5,5,5,3495.0,699.0,699.0,699.0
2011-07-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-07-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-07-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,4,4,4,2796.0,699.0,699.0,699.0
2011-07-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-07-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-07-01,53,BK-R50R-60,Road-650 Red- 60,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-07-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-08-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,5,5,5,16875.0,3375.0,3375.0,3375.0
2011-08-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,2,2,2,6750.0,3375.0,3375.0,3375.0
2011-08-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,3,3,3,10125.0,3375.0,3375.0,3375.0
2011-08-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,3,3,3,10125.0,3375.0,3375.0,3375.0
2011-08-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,4,4,4,13600.0,3400.0,3400.0,3400.0
2011-08-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,3,3,3,10200.0,3400.0,3400.0,3400.0
2011-08-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,1,1,1,3400.0,3400.0,3400.0,3400.0
2011-08-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,22,22,22,78716.0,3578.0,3578.0,3578.0
2011-08-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,35,35,35,125230.0,3578.0,3578.0,3578.0
2011-08-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,37,37,37,132386.0,3578.0,3578.0,3578.0
2011-08-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,18,18,18,64404.0,3578.0,3578.0,3578.0
2011-08-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,35,35,35,125230.0,3578.0,3578.0,3578.0
2011-08-01,43,BK-R50B-44,Road-650 Black- 44,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-08-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-08-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-08-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-08-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-08-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-08-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-08-01,50,BK-R50R-48,Road-650 Red- 48,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-08-01,51,BK-R50R-52,Road-650 Red- 52,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-08-01,52,BK-R50R-58,Road-650 Red- 58,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-08-01,54,BK-R50R-62,Road-650 Red- 62,Bikes,Road Bikes,3,3,3,2097.0,699.0,699.0,699.0
2011-09-01,3,BK-M82B-38,Mountain-100 Black- 38,Bikes,Mountain Bikes,3,3,3,10125.0,3375.0,3375.0,3375.0
2011-09-01,4,BK-M82B-42,Mountain-100 Black- 42,Bikes,Mountain Bikes,3,3,3,10125.0,3375.0,3375.0,3375.0
2011-09-01,5,BK-M82B-44,Mountain-100 Black- 44,Bikes,Mountain Bikes,7,7,7,23625.0,3375.0,3375.0,3375.0
2011-09-01,6,BK-M82B-48,Mountain-100 Black- 48,Bikes,Mountain Bikes,6,6,6,20250.0,3375.0,3375.0,3375.0
2011-09-01,7,BK-M82S-38,Mountain-100 Silver- 38,Bikes,Mountain Bikes,3,3,3,10200.0,3400.0,3400.0,3400.0
2011-09-01,8,BK-M82S-42,Mountain-100 Silver- 42,Bikes,Mountain Bikes,4,4,4,13600.0,3400.0,3400.0,3400.0
2011-09-01,9,BK-M82S-44,Mountain-100 Silver- 44,Bikes,Mountain Bikes,7,7,7,23800.0,3400.0,3400.0,3400.0
2011-09-01,10,BK-M82S-48,Mountain-100 Silver- 48,Bikes,Mountain Bikes,4,4,4,13600.0,3400.0,3400.0,3400.0
2011-09-01,16,BK-R93R-44,Road-150 Red- 44,Bikes,Road Bikes,29,29,29,103762.0,3578.0,3578.0,3578.0
2011-09-01,17,BK-R93R-48,Road-150 Red- 48,Bikes,Road Bikes,32,32,32,114496.0,3578.0,3578.0,3578.0
2011-09-01,18,BK-R93R-52,Road-150 Red- 52,Bikes,Road Bikes,21,21,21,75138.0,3578.0,3578.0,3578.0
2011-09-01,19,BK-R93R-56,Road-150 Red- 56,Bikes,Road Bikes,29,29,29,103762.0,3578.0,3578.0,3578.0
2011-09-01,20,BK-R93R-62,Road-150 Red- 62,Bikes,Road Bikes,19,19,19,67982.0,3578.0,3578.0,3578.0
2011-09-01,44,BK-R50B-48,Road-650 Black- 48,Bikes,Road Bikes,4,4,4,2796.0,699.0,699.0,699.0
2011-09-01,45,BK-R50B-52,Road-650 Black- 52,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
2011-09-01,46,BK-R50B-58,Road-650 Black- 58,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-09-01,47,BK-R50B-60,Road-650 Black- 60,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-09-01,48,BK-R50B-62,Road-650 Black- 62,Bikes,Road Bikes,1,1,1,699.0,699.0,699.0,699.0
2011-09-01,49,BK-R50R-44,Road-650 Red- 44,Bikes,Road Bikes,2,2,2,1398.0,699.0,699.0,699.0
